image,預測結果,timestamp
.gradio\flagged\image\2a7b59638ce31f94df49\image026.png,"{""label"": ""60"", ""confidences"": [{""label"": ""60"", ""confidence"": 0.6381889581680298}, {""label"": ""100"", ""confidence"": 0.3618111312389374}]}",2024-11-16 16:40:06.717899
